route,logical_attempts,success_rate,latency_seconds_mean,latency_seconds_median,latency_seconds_p95,latency_seconds_p99,latency_seconds_min,latency_seconds_max,coordinator_transactions,coordinator_gas_used,coordinator_gas_mean,xir
HH,10000,1.0,8.587068600058556,7.102612376213074,12.156986236572266,17.240415334701538,2.6986148357391357,1036.216700553894,10000,941999905,94199.9905,False
LL,10000,1.0,7.15374163467884,5.158843994140625,6.154237270355225,7.179885625839233,4.531814813613892,1037.0695791244507,10000,1919916016,191991.6016,False
HL,10000,1.0,13.232114474725723,10.954938292503357,14.892918348312378,19.98544478416443,7.567634344100952,1048.980388879776,50000,7219771195,144395.4239,True
LH,10000,1.0,12.8455826171875,10.918485760688782,14.010846138000488,19.079354524612427,7.244535684585571,1047.960063457489,50000,7287656584,145753.13168,True
